bedrooms,total_sqft,bath,balcony,price
3,1200,2,1,55
2,1056,2,2,33
8,4800,8,,225
3,1450,3,3,54.3
2,1161,2,2,36.69
2,1097,2,3,65
2,850,2,2,35
3,1715,3,2,115
3,2300,3,,317
2,1200,2,1,59
2,1080,2,2,38
2,1200,2,1,50.3
4,2400,4,0,550
3,1400,2,1,78
4,1500,4,3,200
1,381,1,0,19.695
2,1230,2,1,57
3,1640,3,3,88
3,1700,3,2,125
3,1478,2,,44
4,6600,4,,986
2,1020,2,2,40.79
2,1200,2,1,150
3,1275,2,2,95
4,1600,3,1,165
2,1110,2,2,38.85
3,1627.86,3,2,88
2,620,2,1,22
4,3004,4,2,285
2,1133,2,1,52
2,1182,2,2,82.5
3,1500,3,3,100
4,3900,5,,360
2,1200,2,2,58
2,1128,2,1,48.79
3,2215,,,293
2,900,2,2,110
2,1100,2,1,45
2,635,1,1,22
4,2062,3,,140
3,1874,4,1,130
4,600,3,2,78
2,1171,2,2,75
3,2020,3,3,85
2,1059,2,2,34.5
3,1315,2,1,59.1
3,1760,3,2,110
2,1200,2,1,125
3,1192,2,1,62
3,1645,3,2,121
2,1250,2,2,72
1,524,1,0,34.385
2,1340,2,1,77
3,2388,4,3,239
2,1369.1,2,1,104
2,1355,2,3,75
2,1150,2,2,65
3,1938,3,3,113
4,2462,4,3,124
3,1636,3,2,85
3,1430,2,2,75
3,2000,3,2,85
3,993,2,2,50
4,1260,4,1,150
3,1700,3,3,88
2,1270,2,2,78
3,1500,3,1,121
3,2300,3,3,290
4,7500,4,2,900
3,1650,3,3,86.45
2,1109,2,1,63
2,1280,2,1,49.75
4,2885,3,1,185
9,1200,9,1,145
3,1600,3,2,180
3,1462,3,3,71
1,607,1,1,35
2,930,2,0,25
4,4500,5,2,300
5,1200,5,,160
3,2600,3,1,237
4,3000,4,2,140
3,1418,3,2,52.47
2,4200,1,2,160
2,1125,2,1,65
3,1825,3,2,126
2,1320,2,3,79.5
4,3000,4,2,140
3,1490,2,2,300
4,1650,3,1,300
2,750,2,1,52.7
3,1400,2,2,80.54
4,4104,4,3,360
4,5000,4,0,375
5,3295,4,2,260
4,1150,3,1,110
3,1200,3,1,61.96
2,965,2,2,48
1,812,1,1,26
2,1100,2,2,43
2,1180,2,2,41
2,1145,2,2,48
2,1027,2,1,44
2,1215,2,2,49.85
2,1200,2,0,75
2,1015,2,2,58
3,2400,3,1,165
4,3000,4,3,306
3,3300,4,3,160
2,1076,2,2,52
2,1300,2,1,109
2,1300,2,2,102
3,1512,3,1,123
3,1053.4,3,1,88.91
1,540,1,0,41.745
2,1153,2,1,65
2,2080,2,1,150
2,1255,2,2,69
3,1583,3,3,109
2,1505,2,2,90
3,1365,2,2,75.08
3,1200,3,3,95.75
3,1810,4,3,148
1,440,1,0,35
2,975,2,1,63
2,1250,2,3,39
3,1530,2,1,97
3,1300,2,2,39
2,1115,2,1,40
2,1308,2,1,83
2,1194,2,2,47
3,1490,2,2,59.6
4,10000,4,0,450
3,1592,3,1,91
2,1222,2,0,112
2,1267,2,2,42.85
1,656,1,1,53
4,3400,4,3,530
4,4500,5,,400
2,1200,1,1,36
3,1698,3,2,102
3,1500,3,2,70
4,2000,5,0,80
2,1152,2,1,65.75
1,550,1,0,21
2,900,2,2,42
3,1410,2,2,45.12
3,1419,2,3,73
2,1200,2,1,55
3,1800,3,3,65
2,990,2,1,40
2,1016,2,1,45
2,1100,2,0,39
4,850,2,1,65
2,1095,2,1,35
3,2000,3,2,85
2,1444,2,2,70
2,1415,2,3,67
3,1500,2,1,130
3,1600,3,3,72
2,1105,2,1,41.36
3,1225,3,0,45.03
3,2560,3,2,265
2,1080,2,1,37.8
7,2400,3,3,150
3,1856,3,2,135
3,1464,3,2,56
6,2100,6,2,71
2,1150,2,2,77
5,1200,4,1,98
3,1650,,,113.19
3,1485,2,2,67
3,2500,3,3,75
2,1200,2,1,45
2,1036,2,1,59.46
4,3445,5,3,270
2,1400,2,2,80
2,1110,2,2,33
2,1150,2,3,48
1,715,1,1,45
4,1200,4,0,130
5,1200,3,1,260
4,2283,4,2,130
6,1790,5,1,250
3,1453,2,2,43.58
3,1400,2,1,85
3,1400,3,0,65
3,1700,3,1,140
3,1591,3,1,120
3,1515,2,1,79
5,2500,3,3,200
2,975,2,1,24.86
3,1382,2,2,76.18
7,1750,5,2,350
3,1533,3,2,150
3,3815,3,1,763
2,1100,2,2,38
4,3730,6,2,450
3,1500,2,1,120
3,1391,2,2,64.5
2,1160,2,2,42.92
1,620,1,1,27
8,2400,9,3,350
8,1200,7,3,130
4,4827,4,3,400
3,1482,3,3,60.98
2,1405,2,2,84.5
2,1190,2,2,40
2,1174,2,1,78
2,1155,2,0,72
3,1411,3,1,93.04
2,745,2,0,50
2,1000,2,2,30
2,923,2,1,50
2,1000,2,2,32
2,1276,2,2,45
3,1460,3,2,70
2,1355,2,1,95
1,833,1,1,49
8,1200,8,,275
5,1750,5,1,450
2,1200,2,1,48
1,669,1,1,36.85
3,2200,4,2,105
3,1594,3,,125
3,1790,3,2,105
2,1020,2,1,45
4,3250,5,1,850
2,1037,2,1,36.28
3,1345,2,2,57
2,1070,2,3,43
4,3000,5,,270
3,1385,2,2,76.18
2,1207,2,2,79.9
2,1140,2,3,55.5
2,1220,2,2,68
4,3811,3,2,475
4,3596,5,0,252
3,1965,3,3,120
3,1760,2,0,115
2,1225,2,1,70
2,1075,2,2,52.43
2,1000,2,1,68
3,1891,3,1,109
2,1322,2,2,86
3,1095,3,0,215
4,3600,4,0,260
2,1045,2,1,36.58
3,1545,3,3,85
3,1996,3,2,135
2,1125,2,2,70
3,1560,3,1,115
3,2000,2,2,85
4,3100,4,2,310
2,780,2,1,35
2,1350,2,1,110
3,2275,4,2,180
2,1350,2,2,41
3,1464,3,3,56
3,1570,3,3,64.5
1,708,1,0,28.32
3,1680,3,1,160
2,1400,2,1,82
2,1310,2,2,72
6,3300,6,3,165
2,1175,2,1,57
3,1428,2,1,80
4,750,4,2,62
4,3252,4,3,280
2,1194,2,2,46
8,750,8,,200
2,1080,2,2,35
3,1200,2,1,68
2,1200,2,1,45
5,1200,4,3,120
3,1320,2,1,38.13
3,1842,3,2,115
2,1146,2,3,55
1,440,1,1,28
2,1048,2,3,50
3,1801,3,1,115
2,1232,2,1,69.61
2,1150,2,2,90
3,1868,3,1,120
3,1445,2,2,47.1
3,1466,2,3,140
3,1730,3,2,100
3,3860,3,2,402
2,1185,2,3,70
3,3027,4,3,260
4,2400,4,3,147
2,1185,2,1,49
2,1150,2,2,49
5,2000,4,2,180
6,875,3,1,98
2,1075,2,2,35
3,1760,3,2,123
2,1600,2,1,63.98
4,910,4,1,140
2,1000,2,1,78
2,1215,2,2,90
3,1734,3,3,125
2,1280,2,1,60
2,1113,2,1,55
2,1272,2,2,48
3,1240,3,2,41
8,704,8,3,92
2,1100,2,1,70
2,896,2,1,30.13
4,3657,5,,220
2,1200,2,0,35
4,2800,4,3,155
4,2790,4,3,198
3,3500,3,,198
3,3600,3,2,150
2,1500,2,2,30
8,1200,7,0,220
2,1096,2,2,48
2,580,2,0,95
2,1094,2,1,44
2,1100,2,2,49
4,2725,5,0,191
4,2503,6,2,325
2,1145,2,2,40
3,1550,3,2,74.5
3,1830,4,2,82
3,1746,3,3,84.95
4,1280,4,1,115
2,918,2,1,27.54
1,645,1,1,16.45
3,1305,2,1,60
2,1207,2,2,62
3,1678,3,2,125
2,950,2,1,50
10,1200,7,,240
2,1070,2,1,55
3,1732.46,3,2,92
3,1639,2,1,40.98
2,1360,2,1,103
4,2592,4,2,250
3,4470,3,,700
5,720,4,3,62
3,1656,3,2,150
2,985,2,1,49
3,1999,3,2,135
2,1050,2,1,75
3,1440,2,2,64
3,1600,2,2,160
2,1253,2,1,52.66
3,1200,3,0,85
3,1360,2,3,75
2,1086,2,1,47.5
3,1655,3,2,155
4,2600,4,,260
2,1418,2,2,78
2,1270,2,2,100
3,1410,2,3,52.17
2,1150,2,1,74
2,600,3,2,45
3,1440,3,2,65.8
3,1200,2,0,108
2,1200,2,2,75
3,1410,2,3,50.06
4,1200,5,2,92
3,600,3,2,60
1,624,1,1,35
2,1060,2,1,58
4,3960,5,3,386
2,1200,2,1,45
4,1200,4,2,175
4,1917,3,0,60
2,950,2,1,40
2,3040,2,1,48
3,1250,3,1,50
2,1235,2,2,60
1,722,1,0,46
4,2775,3,1,165
2,1200,2,1,93
3,1400,3,,68
3,1225,3,3,60
2,1220,2,1,58.5
1,705,1,1,52.5
3,1880,3,2,94.36
2,1200,2,1,70
3,1550,2,1,60
3,1893,3,1,130
3,1650,3,2,75
2,1113,2,2,46
2,1500,2,0,203
9,1800,9,1,180
3,1586,3,3,70
3,4000,3,1,235
3,1541,3,3,80
3,1830,3,2,101
2,1200,2,2,48
3,1800,2,0,72
2,1015,2,1,40
2,1120,2,2,37.95
1,706,1,1,48.24
4,1350,4,2,85
6,610,4,,95
3,1900,3,1,99
4,1200,4,,243
4,3000,5,3,150
3,1075,2,1,42
2,1290,2,3,80
2,1200,2,1,50
2,1150,2,1,53.11
3,1360,2,3,61.2
9,4500,9,,500
2,935,2,1,32.73
3,1730,3,3,140
2,1260,2,2,53
6,675,6,2,125
4,4000,4,1,650
2,950,2,1,45.68
2,600,3,2,85
5,2500,5,2,120
4,3216,5,2,300
6,800,3,2,120
3,1991,4,2,88
2,1115,2,1,60
3,1900,3,3,150
2,1109,2,1,41.49
4,2340,5,1,129
6,1200,6,2,300
4,4356,5,1,850
2,1005,2,1,43
1,416,1,1,19.5
2,1394,2,1,100
3,2138,3,2,110
3,1550,3,2,160
3,1300,3,1,80
2,1265,2,2,82
2,1140,2,2,52
2,1050,2,3,40
2,1100,2,1,48
2,1012,2,1,59
4,1600,4,3,112
2,1326,2,2,57
3,1654,2,3,85
3,1705,2,1,290
2,1070,2,1,42.8
3,1700,3,2,95
2,910.2,2,1,80.64
2,1140,2,2,50.66
4,4960,4,3,400
3,2254,3,2,170
2,945,2,1,47
4,2462,6,2,150
3,1350,3,0,240
1,615,1,1,44
2,1110,2,0,65
1,575,1,1,88
2,1025,2,1,54.1
3,1758,3,2,95
4,3179,5,3,351
3,1342,3,3,92
3,1800,3,2,85
4,2928,4,3,198
2,1140,2,3,32
2,1608,2,2,85
3,1645,2,2,82
3,1410,2,1,56.4
2,1200,2,2,52
3,1275,2,2,41.5
4,3800,4,2,600
3,909,2,1,40
2,1200,3,0,85
2,1080,2,2,73
2,1200,2,1,34
2,1092,2,1,60
3,1932,4,3,135
2,1156,2,1,72
2,924,2,2,35.11
2,1330,2,1,75
3,1917,4,2,113
2,985,2,1,25.12
6,2400,6,2,408
4,1800,5,2,500
2,1290,1,0,225
1,655,1,1,53
3,1800,3,3,140
4,1360,2,2,45
3,1785,3,3,118
7,4000,7,2,130
3,1645,3,2,120
2,1235,2,2,63
2,900,2,0,48
1,662,1,1,42
5,1440,5,1,100
2,1215,2,1,62
2,845,2,1,37
3,1525,2,2,87
2,1000,2,2,48
3,1255,2,1,90
3,1560,3,2,120
3,2100,3,3,110
3,1620,2,2,85
3,1595,3,2,90
2,1095,2,2,38.52
2,835,2,0,37
3,2182,3,2,72.04
2,1418,2,2,106
3,1900,2,2,180
3,2700,5,2,175
2,1070,2,1,48
9,2000,9,2,150
43,2400,40,0,660
1,755,1,1,42.41
3,1645,3,2,117
3,2400,3,2,190
1,645,1,1,16.45
4,3900,4,,333
3,2400,4,2,200
10,2416,10,,600
2,919,2,0,28
3,1725,3,,110
2,1346,2,1,71.32
2,1070,2,2,45
2,1225,2,1,35.52
6,880,6,2,75
1,640,1,1,20.5
3,1310,2,1,52.4
2,1190,2,2,39
3,1645,3,2,87.5
2,1350,2,1,89
2,1404,2,1,68.8
3,1105,2,1,35
2,900,2,1,41
4,1650,4,3,320
2,1100,2,1,41.15
4,2100,4,1,95
3,1948,3,2,130
3,1464,3,2,56
2,1210,2,2,45
5,4000,5,2,220
2,1252,2,2,55
5,1200,4,3,240
5,3905,7,,290
3,2600,3,2,140
3,1300,3,2,89.13
2,1130,2,2,73
4,1200,3,0,135
3,1690,3,2,125
3,4500,4,2,360
2,950,2,1,60
2,1020,2,1,57
4,2107,4,3,95
3,1735,3,2,72
2,915,2,2,37
3,1450,3,3,68
3,2215,4,2,156
3,2431,3,1,100
3,1804,3,2,102
2,1600,3,2,88
2,1280,2,2,75
3,1255,3,2,77.68
2,1320,2,1,150
2,1257,2,1,69
2,1240,2,1,53.27
4,1200,4,2,240
6,1850,6,3,150
2,1255,2,3,66
2,870,2,2,36
3,1789,3,2,98
6,800,6,2,110
2,660,1,1,18
3,600,3,1,54
2,1155,2,3,56
2,1235,2,2,65
4,2675,4,2,140
2,1025,2,2,50
3,1395,2,2,72
3,1530,2,2,74.4
3,1252,2,1,71
2,1081,2,1,30.27
3,1255,3,1,130
4,2062,3,,150
3,1220,3,2,56
3,1408,2,0,55
3,1180,2,1,60
1,715,1,2,29
2,1230,2,3,94.5
2,1035,2,2,45.5
4,3360,5,0,225
3,1300,3,2,77.99
3,1100,3,1,52.97
2,1216,2,1,84
2,1450,2,3,62.63
1,705,1,1,57
3,1385,3,2,64
2,1200,2,1,36.1
3,1310,2,1,32.75
2,1043,2,1,39.5
2,1320,2,2,110
3,1900,3,2,205
2,1140,2,2,39.9
2,1100,2,1,45
3,1586,3,2,90
2,975,2,1,24.86
2,1365,3,2,60
2,1263,2,0,107
3,1565,2,2,59.76
3,1163,3,2,180
4,2882,5,1,204
3,2320,3,2,170
3,1750,3,3,99
2,1143,2,1,55
3,1936,3,1,118
2,660,1,1,15
2,700,1,1,19
3,1402,2,2,85
4,4640,4,2,600
2,1000,2,2,41
2,1000,2,1,35
2,818,2,1,26
4,1680,3,0,135
4,2422,3,2,150
2,1145,2,2,100
3,1190,2,2,30.35
2,1145,2,1,62
3,1575,3,3,68
3,9000,4,1,390
2,1200,2,2,46
3,1500,2,2,63
4,2560,4,2,75
3,1583,3,3,76.1
2,700,2,1,34.98
2,950,2,0,38
2,1041,2,1,36.44
2,1085,2,1,70
2,1070,2,2,37
2,1165,2,1,45
2,1000,2,1,35
2,1169,2,1,64
4,1150,4,1,110
3,1840,3,2,140
3,1550,3,1,75
2,997,2,3,53
2,1457,2,3,60
2,1000,2,1,60
2,1000,2,0,60
3,1500,3,2,88
5,958,3,1,210
2,1165,2,2,75
7,1200,7,3,169
3,1787,3,2,123
3,1288,2,1,70
3,1430,2,2,54.11
3,3035,5,,271
1,750,1,1,25.5
4,900,2,1,115
3,1200,3,1,67.77
3,1500,2,1,78
2,1230,2,2,66.25
1,780,1,1,55
2,1220,2,1,80
2,1110,2,2,43
3,2100,3,2,240
9,1380,9,0,150
3,1690,3,2,85
2,1130,2,2,78
2,1213,2,1,59.32
2,900,2,2,45
2,1199,2,1,85
4,5000,4,2,290
4,1974,,,111
7,700,8,0,100
1,661,1,1,36
2,1804,2,1,285
3,1710,3,2,100
2,1030,2,2,50
3,1220,3,2,56
3,1530,3,2,73.5
2,1200,2,1,78
3,2000,3,2,85
1,300,1,1,20
3,1751,2,1,115
2,800,1,0,170
2,1255,2,2,79
3,1778,3,2,122
2,1100,2,1,45
2,1480,2,2,65
2,1358,2,1,81
1,580,1,1,27
2,1197,2,1,63
4,1200,2,1,170
3,1705,3,1,110
3,1310,2,1,37.83
2,1132,2,0,67.9
3,1200,3,0,140
2,814,2,1,55
3,1575,3,2,90
2,1302,2,1,66
6,1800,8,1,175
3,2006.8,4,2,196
2,1100,2,2,44
5,2400,5,2,400
2,830,2,2,37
1,435,1,1,19.5
3,1590,3,0,120
2,1140,2,1,33.06
2,1090,2,2,59.8
3,1922,3,3,106
2,965,2,1,67
2,883,2,1,40.95
2,1062,2,1,42.47
2,888,2,0,32.67
3,1358,2,1,43.1
2,1108,2,1,87
2,1197,2,1,79
2,1190,2,1,50
4,3754,6,2,430
3,1749,3,1,117
4,1750,3,2,215
3,1691,3,2,104
3,1449,3,2,100
3,1360,,,87.72
2,1400,2,1,80
3,1310,2,1,37.83
2,1100,2,1,48
3,1230,2,2,53.51
3,1750,3,2,130
3,1450,3,2,100
3,1810,3,2,126
2,1246,2,1,62.3
3,1420,3,2,85
4,2658,5,3,187
3,1450,2,3,89.6
4,1200,4,1,230
2,1367,2,2,62
3,2254,3,2,170
2,1160,2,2,42
5,1200,4,0,185
3,1711,3,3,75
9,750,6,3,112
2,1120,2,2,37.97
2,950,2,1,47
2,1560,2,2,145
14,1250,15,0,125
2,1225,2,2,60
3,1200,2,0,66
2,1340,2,3,77
3,1846,3,3,145
2,1155,2,1,46
2,1205,2,1,70
2,1140,2,1,36
2,1140,2,2,38.65
3,1300,2,1,63
2,1051,2,2,60
2,1134,2,1,45.36
3,2500,4,1,260
8,12000,9,,1900
2,1135,2,2,32.91
3,1745,3,2,77
5,500,5,2,92
3,1665,3,2,105
2,1220,2,2,48.79
3,1868,3,2,113
3,640,3,0,45
4,2300,4,,200
2,1210,2,1,76
2,1351,2,1,77
3,1636,3,1,119
5,2400,6,1,450
2,1464,2,2,56
1,418,1,1,12
2,1339,2,2,62
3,2370,4,2,195
3,1530,2,2,74.5
2,1100,2,1,46
3,1350,3,2,58
2,1290,2,2,52
3,1220,2,1,35.23
3,1846,3,2,155
3,1847,3,2,135
4,3100,4,2,350
2,1430,2,2,110
2,935,2,1,45
3,1350,3,1,85
3,540,3,1,60
3,1590,3,2,96.5
3,1286,3,1,67
2,1141,2,2,40
2,1554,3,3,130
3,3520,3,3,430
5,7500,7,3,1700
3,1749,3,2,112
5,2250,5,1,360
2,1140,2,3,45
4,1632,3,1,128
3,1000,2,1,41
2,1065,2,1,58
3,1520,2,2,96
3,1075,2,1,43
7,5,7,3,115
3,1539,2,2,52.36
2,1342,2,2,115
2,1004,2,1,49
2,1295,2,2,95
2,1098,2,1,74
2,1070,2,1,45.5
2,1016,2,2,40
3,1450,3,1,68
1,654,1,1,37
4,5985,4,,775
2,1080,2,2,38
2,1046,2,1,75
3,1950,3,3,165
3,1610,3,1,84.53
3,2493,3,,115
2,1151,2,2,50.5
2,1125,2,1,58
2,992,2,2,25.79
2,1000,3,2,60
5,2400,3,2,510
3,1850,3,2,90
2,1174,2,1,75
3,2466,,,226.5
2,1100,2,1,45
2,1095,2,1,38.33
3,3580,3,1,411
3,900,4,3,155
3,1082,2,0,42
3,1350,2,3,47.24
2,1314,2,2,78
2,1290,2,3,40.63
2,1010,2,2,55
2,2200,2,0,110
3,1636,3,2,97
2,1050,2,2,39
2,1200,2,2,200
3,1520,2,2,125
5,2500,5,,110
2,1067,2,1,60
2,1060,2,2,35
2,955,2,1,35.28
2,1418,2,2,104
9,1200,8,,225
2,700,1,0,19.4
2,1366,2,1,83
2,1090,2,2,35.03
3,1250,3,2,58
4,3600,4,3,450
2,950,2,1,33
2,1470,2,2,170
2,1250,2,2,40
4,800,4,1,180
3,1494,2,2,94.55
3,1445,2,1,105
3,1397,3,3,105
1,606,1,1,40
2,861,2,1,34.5
2,1170,2,2,40
4,2461,6,2,353
2,1205,2,1,75
8,1224,4,0,200
1,660,1,0,75
2,1153,2,2,43.5
5,2400,5,3,275
5,4500,7,3,294
2,1200,2,2,62
3,1450,3,3,42
2,1139,2,2,60
3,1530,3,2,105
6,825,6,,400
3,1575,3,3,101
1,650,1,1,25
2,1120,2,2,40
3,1700,3,1,80
2,1090,2,2,48
3,1897,4,2,93
3,1200,3,2,72
2,700,2,1,40
2,1437,2,1,71.13
3,1856,3,1,120
3,1500,2,0,65
2,1036,2,1,59.45
6,3000,8,,90
2,1125,2,2,40
3,1320,2,3,55.44
3,2215,4,1,310
2,660,1,1,16
3,1730,3,3,110
4,750,4,0,85
3,1804,3,1,115
3,1795,3,2,140
2,1050,2,1,50
3,2100,3,3,120
3,1199,2,1,48.5
3,1350,2,2,280
2,1100,2,2,47
2,1000,1,1,75
3,1254,2,2,70
8,600,8,,70
2,940,2,2,49
2,1280,2,2,80
4,2155,3,3,125
5,3200,5,3,140
4,4260,4,3,272
3,1255,2,1,95
3,1388,3,3,69.99
1,905,1,1,52
2,1176,2,2,44
3,1390,2,2,61.16
4,2400,4,2,400
2,1160,2,1,55
4,2800,4,3,140
4,1200,4,2,205
3,1583,3,3,115
3,1252,3,,63
2,1170,2,2,86
3,1350,2,,51
2,1075,2,2,30
2,972,2,2,40
3,1486,3,1,83.22
2,555,1,0,37
4,4830,5,1,390
2,850,2,1,75
3,1282,3,2,178
4,2790,4,3,198
4,2383,5,1,215
2,1103,2,1,55
3,1577,3,2,67
3,1465,3,2,80.01
3,1600,3,1,64
2,1090,2,2,45
3,1721,3,3,80.86
2,1100,2,1,55
3,1450,3,2,71
2,1071,2,1,62
3,2266,3,2,169
3,2065,3,2,130
3,1800,3,2,90
2,1150,2,2,125
8,1200,8,2,220
2,1123,2,1,56
3,1884,3,3,98
7,930,4,2,85
2,1145,2,1,75
3,1328,2,2,60
2,950,2,1,55
2,1250,2,,59
2,1115,2,0,46
3,1318,3,1,54
3,3300,4,3,160
2,1280,2,1,48
2,1230,2,2,59
3,1420,2,2,60
3,2111,4,3,120
2,1100,2,1,54
3,1750,3,2,136
3,2550,4,2,290
2,700,1,2,35
2,1050,2,1,42
2,1235,2,3,90
2,1200,2,0,63
2,900,2,0,30
2,1146,2,1,38
4,1200,4,1,110
1,2400,1,1,200
6,1200,5,2,108
1,615,1,1,24
2,1070,2,1,49.65
5,1538,5,2,300
3,1355,2,3,58.25
4,3080,2,1,285
3,1800,3,3,80
3,1400,2,3,50.06
2,1123,2,1,48
4,1200,2,1,130
2,787,2,1,31
3,1082,2,1,45
2,1096,2,1,41
7,1200,7,2,140
3,1140,3,1,130
2,1130,2,1,52
1,550,1,1,12
2,1058,2,2,85
3,1269,2,1,73
3,946,3,,140
4,3400,6,,420
4,2689,6,2,245
3,1976,3,3,65.21
3,1820,3,3,77
3,1329,2,1,56
3,1350,2,1,80.99
4,1250,3,0,175
2,1205,2,1,40
6,800,6,2,98
2,1339,2,2,71.5
2,938,2,0,35
1,450,1,1,25
2,1100,2,2,70
4,600,3,1,95
2,1060,2,1,40
2,1125,2,2,40
1,810,1,0,21
2,1060,2,1,65
4,1749,4,0,90
3,1200,2,2,75
2,1100,2,1,85
1,660,1,0,32.64
4,720,4,2,48
5,6613,7,,950
3,1925,3,3,110
1,502,1,1,25
3,3339,3,0,250
3,1475,2,2,74
3,1550,3,2,258
2,966,2,1,49
6,1350,6,3,160
2,1300,2,2,75
5,4400,4,1,350
3,1559,3,2,120
2,1246,2,1,63
3,2790,3,0,950
3,1410,2,3,53.58
4,1300,3,0,75
2,1339,2,2,58
4,900,4,1,75
2,1104,2,1,35.5
2,900,2,2,45
3,1550,2,2,79
1,670,1,1,35
2,1483,2,1,98
3,1540,2,2,70
8,1200,7,3,100
2,1255,2,1,54.5
3,600,3,2,100
2,1036,2,2,110
3,1460,2,2,75
2,1230,2,1,58
2,1340,2,2,60
3,1600,3,3,61.37
3,2162,3,1,200
2,919,2,2,40
2,1070,2,2,38.9
3,1733,2,3,85
3,1221,3,3,72
2,1041,2,1,36.44
4,2550,4,2,149
3,1400,3,1,70
1,600,2,0,55
1,710,2,2,40
3,1500,2,1,78.25
4,3122,6,2,237
3,2061,3,3,175
5,2400,5,2,325
3,1255,2,1,95
7,2425,7,3,140
2,1031,2,1,55
2,1210,2,1,74
2,950,2,1,40
4,1376,4,1,156
2,1161,2,1,55.15
2,1303,2,2,44.17
2,1418,2,2,105
2,1200,2,1,65
3,1825,3,,175
2,1015,2,0,48
3,1150,2,0,60
2,1010,2,1,40
3,1508,3,1,75
2,1275,2,1,87
3,1460,3,1,70
2,946,2,2,58
2,1110,2,2,58
3,1832,3,1,125
2,1088,2,2,61.45
3,1564,3,1,104
2,1030,2,1,35.02
2,660,2,0,27
3,1700,3,1,95
4,1100,5,2,121
2,1205,2,2,62.9
3,1950,3,2,90
2,1080,2,1,62
4,2800,4,,140
2,999,2,1,43.66
4,900,4,3,175
2,1300,2,1,89.76
2,1265,2,1,78
2,1200,2,2,42
4,1974,4,0,106
2,1180,2,2,40
3,1350,2,3,63
3,1560,2,2,65
2,2800,2,0,650
2,1085,2,1,41.23
3,1300,2,2,75
3,1600,3,2,56
2,1127,2,2,55
2,795,2,2,32
3,1850,3,2,88
2,1020,2,1,29.45
3,1475,2,1,200
3,1200,3,3,96.25
3,1345,2,1,47
2,849,2,1,25.4
3,1706,3,2,135
4,2100,4,1,180
3,1250,2,2,65
3,1260,3,3,63.58
3,1265,2,1,65
3,1260,2,1,45
2,1045,2,1,58
4,3895,4,2,495
1,385,1,0,19.8
2,1100,2,3,62
2,1113,2,1,50
4,2774,4,3,208
2,1210,2,1,60
1,700,1,1,30.84
2,1155,2,1,55.5
2,1132,2,1,89
2,1359,2,2,104
4,2631,3,,200
2,1145,2,2,56
1,600,1,1,30
1,1200,1,1,125
2,830,2,1,60
2,1009,2,2,56
3,1800,3,2,195
2,1226,2,2,52.71
2,1500,2,2,88
2,1363,2,1,79
3,1400,2,1,240
2,1165,2,1,33.64
4,2792,4,1,220
1,700,1,0,59
2,1060,2,2,42
2,1200,2,1,67
3,1518,3,2,76
3,1495,2,2,75
2,1575,2,2,90
2,1440,2,2,170
3,1545,3,1,69
3,1470,3,3,50
3,1500,3,3,95
3,1450,2,2,81
2,1179,2,1,49
3,1650,3,2,110
3,1095,2,2,32
2,856,2,1,48
2,1143,2,1,62
2,1349,2,1,97.8
3,1280,2,2,45
1,480,1,1,60
2,1216,2,1,69.06
3,2493,3,,115
2,1290,2,1,120
5,1200,5,2,96
2,1156,2,2,42
2,1230,2,2,44
2,1070,2,2,33.15
,2100,,,177.115
2,1235,2,1,49.3
2,1117,2,1,110
3,1724,3,2,124
4,1200,4,0,90
1,600,1,1,43
3,1930,2,2,57.9
2,1216,2,1,75
3,1452,3,3,60
2,1355,2,3,78
4,7500,4,,425
3,2145,3,3,190
2,957,2,1,53
2,925,2,2,48
2,1550,2,3,59
4,4000,2,1,899
3,2100,3,2,140
2,1115,2,1,61
3,1692,3,2,83
2,1100,2,2,52
3,1385,2,2,69
1,760,1,1,24.9
2,1335,2,2,67
2,910,2,1,45
3,1610,2,2,55
2,1341,2,1,75.76
3,1200,3,0,70
3,1285,2,2,44.98
3,2100,3,,252
3,1679,3,,92.13
4,2675,4,2,290
2,1016,2,1,45.9
4,1500,2,0,650
3,660,2,1,100
3,2448,3,2,400
2,924,2,2,35.11
1,500,1,1,31
3,1800,3,2,88
2,1255,2,3,77
2,1040,2,2,50
2,1062,2,2,47
2,770,2,0,19.33
2,950,2,1,60
2,1216,2,1,73
2,1300,2,2,98
2,1390,2,2,65
2,1033,2,1,52.58
2,1390,2,2,65.31
2,1020,2,1,52
1,524,1,0,34.735
2,1140,2,2,45
1,670,1,1,36.85
4,2171,4,2,111
2,1136,2,1,48
3,1477,2,2,80
2,1001,2,2,30
2,1040,2,1,48.86
2,1060,2,1,48.5
2,1240,2,1,44.3
4,3500,5,,450
9,42000,8,3,175
2,1070,2,2,46
2,1253,2,1,65.8
2,1190,2,2,60
2,1312,2,2,55
2,750,2,0,40
3,1615,3,2,115
2,1095,2,1,60
3,1745,3,3,100
2,1050,2,2,52.5
4,2080,4,2,440
2,1220,2,1,44.6
3,1793,3,2,98
2,1100,1,2,45
2,1385,2,3,65
2,1200,2,2,45
3,2017,2,2,125
1,400,1,1,10
3,1400,2,2,44.81
2,960,2,1,33
2,1125,2,1,47
3,1551,2,2,60
4,600,4,2,122
2,1246,2,1,67.4
4,3200,4,3,224
2,1060,2,1,48
2,1384,2,2,59
2,620,2,1,23
2,1005,2,1,39.77
3,1200,3,2,128
3,1400,3,2,35
3,2400,3,3,88
2,1096,2,1,39
2,1180,1,0,50
3,1300,2,1,47
